SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
347129,0,Cash loans,F,N,Y,0,67500,177768,9076.5,135000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-22537,365243,-1936,-4238,1,0,0,1,1,0,2,2,2,SATURDAY,10,0,0,0,0,0,0,XNA,0.291822714,0.252598698,1,0,1,0,-1010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
364215,1,Cash loans,F,N,Y,1,67500,814041,23931,679500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009175,-10333,-694,-874,-2050,1,1,0,1,1,0,3,2,2,WEDNESDAY,18,0,0,0,0,0,0,Other,0.243205975,,1,0,1,0,-501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
142061,1,Cash loans,M,N,Y,0,382500,1258650,53455.5,1125000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.010643,-20640,-3618,-4442,-4052,1,1,1,1,1,0,2,2,2,TUESDAY,14,0,0,0,0,0,0,Construction,0.529309073,0.448962273,3,0,3,0,-3339,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
391462,0,Cash loans,F,N,Y,0,152415,112068,11214,99000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00712,-21023,-9525,-4230,-4566,1,1,1,1,0,0,2,2,2,SATURDAY,7,0,0,0,0,0,0,School,0.745122486,0.593717587,0,0,0,0,-1498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119886,0,Cash loans,F,N,Y,0,202500,142200,10305,112500,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.00733,-15227,-817,-5139,-5102,1,1,1,1,1,0,2,2,2,TUESDAY,11,0,0,0,0,1,1,Business Entity Type 3,0.467873524,0.670651753,1,0,1,0,-125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
136370,1,Cash loans,F,N,Y,0,63000,382500,16978.5,382500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-12397,-5601,-5166,-1729,1,1,1,1,1,0,2,2,2,FRIDAY,7,0,0,0,0,1,1,Government,0.071729309,0.317031779,4,0,4,0,-1575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
271495,1,Cash loans,F,N,N,3,90000,225000,8482.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008866,-12667,-162,-6668,-1659,1,1,1,1,1,0,5,2,2,WEDNESDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.128268242,0.220094645,0,0,0,0,-828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
289204,0,Cash loans,M,Y,N,1,180000,360000,13468.5,360000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01452,-17157,-2452,-1103,-711,1,1,0,1,0,0,3,2,2,FRIDAY,7,0,0,0,0,0,0,Transport: type 4,0.634282499,,0,0,0,0,-3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0
371077,0,Cash loans,F,Y,Y,0,157500,318528,25294.5,252000,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.003813,-14825,-2056,-927,-2544,1,1,0,1,0,1,2,2,2,THURSDAY,11,0,0,0,0,1,1,Self-employed,0.020184909,0.700183851,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162056,0,Revolving loans,F,N,Y,0,225000,337500,16875,337500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.025164,-21580,-1097,-10903,-4549,1,1,0,1,0,0,1,2,2,TUESDAY,10,0,0,0,0,0,0,Self-employed,0.385348082,0.616121691,4,1,4,1,-1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
380993,0,Cash loans,F,Y,N,0,270000,1862802,51223.5,1665000,Unaccompanied,Commercial associate,Higher education,Married,Municipal apartment,0.018801,-15491,-2638,-2639,-1469,1,1,1,1,0,0,2,2,2,FRIDAY,10,0,0,0,0,0,0,Self-employed,0.47760261,0.617826147,1,0,1,0,-1759,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
418158,1,Cash loans,M,Y,Y,0,157500,337500,22959,337500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-14520,-7292,-426,-5223,1,1,0,1,0,0,2,2,2,FRIDAY,15,0,0,0,0,0,0,Business Entity Type 2,0.263143591,0.119119065,0,0,0,0,-420,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255727,1,Cash loans,M,N,Y,0,157500,314100,16573.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-12184,-3618,-3934,-3935,1,1,0,1,0,0,2,2,2,THURSDAY,17,0,0,0,0,0,0,Military,0.004538581,0.565607981,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126426,0,Cash loans,M,Y,Y,2,81000,408780,26743.5,337500,Family,Working,Higher education,Married,House / apartment,0.031329,-11176,-2653,-781,-3478,1,1,0,1,0,0,4,2,2,TUESDAY,11,0,0,0,0,0,0,Business Entity Type 1,0.336000744,0.728141299,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
324492,0,Cash loans,F,N,Y,0,90000,808650,26217,675000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.019689,-23287,365243,-15541,-4272,1,0,0,1,0,0,2,2,2,WEDNESDAY,12,0,0,0,0,0,0,XNA,0.600915513,0.73801962,2,0,2,0,-1714,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
327332,0,Cash loans,F,N,Y,0,315000,1054935,44824.5,904500,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.04622,-21976,365243,-4392,-4601,1,0,0,1,0,0,1,1,1,FRIDAY,13,0,0,0,0,0,0,XNA,0.52458853,0.72239289,1,0,1,0,-443,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158407,0,Cash loans,F,N,Y,0,243000,117162,12748.5,103500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020713,-21157,365243,-2736,-4319,1,0,0,1,0,0,2,3,3,WEDNESDAY,10,0,0,0,0,0,0,XNA,0.364246133,0.228883417,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
129061,1,Cash loans,M,N,Y,0,315000,474048,32197.5,360000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.020713,-19619,-1039,-6249,-170,1,1,1,1,0,0,1,3,3,SATURDAY,7,0,1,1,0,1,1,Business Entity Type 2,0.574556948,,0,0,0,0,-1044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
251514,1,Cash loans,M,N,Y,0,112500,270000,17716.5,270000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-9038,-747,-4860,-1701,1,1,0,1,1,0,2,2,2,THURSDAY,8,0,0,0,1,1,0,Trade: type 2,0.192598138,,2,1,2,1,-712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
345072,0,Cash loans,F,Y,Y,0,306000,855000,81180,855000,Unaccompanied,Working,Higher education,Married,House / apartment,0.01885,-18070,-4352,-5828,-1609,1,1,1,1,1,0,2,2,2,SUNDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.711710746,0.562060483,1,0,1,0,-1262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
195036,0,Cash loans,M,N,Y,2,315000,728460,74772,675000,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.025164,-12591,-1329,-6507,-4266,1,1,0,1,1,0,4,2,2,SATURDAY,16,0,0,0,0,0,0,Self-employed,0.59093746,0.605836265,1,1,1,1,-91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
441295,0,Cash loans,F,N,N,2,90000,472500,24255,472500,Unaccompanied,Working,Higher education,Married,With parents,0.005144,-13778,-1677,-39,-5766,1,1,0,1,0,1,4,2,2,SUNDAY,14,0,0,0,0,0,0,Self-employed,0.394821852,0.457899551,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
217336,1,Cash loans,F,Y,N,0,135000,931401,36936,832500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-13698,-4452,-1431,-3160,1,1,1,1,0,0,2,2,2,WEDNESDAY,11,0,0,0,0,1,1,Business Entity Type 2,0.564510492,0.50107516,0,0,0,0,-1559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
322902,0,Cash loans,F,N,N,0,292500,971280,94752,900000,Family,Working,Higher education,Married,House / apartment,0.006852,-20795,-1651,-2004,-3511,1,1,0,1,0,0,2,3,3,SATURDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.247379611,0.445396242,0,0,0,0,-1678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
385542,1,Cash loans,F,N,Y,2,54000,900297,26451,751500,Family,Working,Secondary / secondary special,Married,House / apartment,0.015221,-10120,-1058,-4543,-606,1,1,1,1,1,0,4,2,2,FRIDAY,11,0,0,0,1,1,0,Self-employed,0.381568915,0.226347396,1,0,1,0,-469,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
173493,0,Cash loans,M,N,Y,0,270000,450000,27531,450000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.008575,-15915,-2908,-9522,-2829,1,1,0,1,0,0,1,2,2,FRIDAY,10,1,1,0,1,1,0,Business Entity Type 3,0.351129533,0.479448981,1,0,1,0,-181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
123068,1,Cash loans,M,Y,Y,0,315000,849501,85869,792000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-19964,-3384,-777,-3480,1,1,0,1,0,1,2,2,2,WEDNESDAY,7,0,0,0,0,0,0,Trade: type 7,0.546282952,0.497468889,4,0,4,0,-1721,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
118694,1,Cash loans,M,N,Y,0,90000,135000,16150.5,135000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018209,-19191,-1089,-3565,-248,1,1,0,1,0,0,1,3,3,SATURDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.077294391,,0,0,0,0,-233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
196582,0,Revolving loans,F,N,Y,1,180000,270000,13500,135000,Group of people,Working,Higher education,Married,House / apartment,0.02461,-16206,-3105,-6380,-4502,1,1,1,1,1,0,3,2,2,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.698282431,0.681705878,0,0,0,0,-1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
131359,1,Cash loans,M,Y,N,0,152415,213156,10066.5,139500,Unaccompanied,Working,Higher education,Single / not married,Rented apartment,0.025164,-11034,-504,-8855,-3595,1,1,0,1,0,0,1,2,2,MONDAY,12,1,1,0,1,1,0,Business Entity Type 3,0.39527129,0.151007535,0,0,0,0,-1674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
399363,0,Cash loans,F,Y,N,0,90000,870984,37030.5,778500,Unaccompanied,State servant,Higher education,Married,House / apartment,0.002134,-14117,-6379,-5137,-5141,1,1,0,1,0,0,2,3,3,SUNDAY,7,0,0,0,0,0,0,School,0.155953341,0.633031641,0,0,0,0,-27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
240003,0,Cash loans,F,N,N,0,135000,540000,24529.5,540000,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,0.026392,-23628,365243,-113,-4545,1,0,0,1,0,0,1,2,2,FRIDAY,15,0,0,0,0,0,0,XNA,,0.783832434,5,3,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
154173,0,Cash loans,F,N,Y,0,135000,398016,29092.5,360000,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.035792,-10370,-374,-4466,-1515,1,1,0,1,0,0,1,2,2,TUESDAY,10,0,0,0,0,0,0,Government,0.701346485,0.602386344,6,0,6,0,-2173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
366407,0,Cash loans,F,N,N,0,247500,540000,25978.5,540000,Family,Working,Higher education,Married,House / apartment,0.015221,-10492,-2363,-1217,-1807,1,1,1,1,1,0,2,2,2,SUNDAY,13,0,0,0,0,1,1,Business Entity Type 3,0.195333175,0.643025564,2,0,2,0,-817,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
324813,0,Cash loans,F,N,N,0,153000,755190,36459,675000,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.014464,-17202,-384,-2634,-759,1,1,1,1,0,0,2,2,2,FRIDAY,9,0,0,0,0,1,1,Self-employed,0.470400493,0.283711883,0,0,0,0,-1038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
349068,1,Cash loans,F,N,N,0,450000,1350000,39474,1350000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.0228,-17085,-2191,-1729,-637,1,1,1,1,1,0,1,2,2,WEDNESDAY,11,0,0,0,0,0,0,Self-employed,0.6168027,0.385914672,0,0,0,0,-2318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
292666,0,Cash loans,M,N,N,0,135000,436032,21339,360000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.006629,-13962,-2052,-2462,-4774,1,1,1,1,0,0,1,2,2,MONDAY,5,0,0,0,0,0,0,Emergency,0.729924397,0.106155623,1,1,1,0,-487,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171338,0,Cash loans,F,N,Y,0,135000,755190,30078,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00823,-17941,-7476,-9202,-1480,1,1,0,1,1,0,2,2,2,FRIDAY,12,0,0,0,0,1,1,Government,0.477875413,0.652896552,3,0,3,0,-1611,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
298881,1,Cash loans,F,N,Y,0,270000,1006920,40063.5,900000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.072508,-16005,-3290,-4286,-4118,1,1,0,1,0,0,1,1,1,SATURDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.723934302,0.6075573,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
294218,0,Cash loans,M,Y,Y,1,202500,261288,12838.5,171000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.011657,-9756,-1960,-7673,-2157,1,1,0,1,0,0,3,1,1,WEDNESDAY,17,0,0,0,0,0,0,Security Ministries,0.627366861,0.689479143,0,0,0,0,-1696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
411747,0,Cash loans,F,Y,N,2,148500,781920,23706,675000,,Commercial associate,Higher education,Married,House / apartment,0.02461,-12681,-588,-231,-1750,1,1,0,1,1,0,4,2,2,TUESDAY,12,0,0,0,0,0,0,Self-employed,0.551756802,0.32647521,0,0,0,0,-825,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
206336,0,Cash loans,F,N,Y,0,103500,332946,16146,238500,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.025164,-21112,365243,-11642,-4224,1,0,0,1,0,0,2,2,2,FRIDAY,8,0,0,0,0,0,0,XNA,0.611849644,0.212756305,1,0,1,0,-2805,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
432277,0,Cash loans,M,Y,Y,0,126000,640080,31261.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006305,-16732,-1074,-4032,-280,1,1,0,1,0,0,2,3,3,TUESDAY,10,0,0,0,0,1,1,Housing,0.611750966,0.232724776,1,0,1,0,-552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455530,1,Cash loans,F,N,Y,0,135000,730017,37404,652500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00712,-18586,365243,-2248,-2127,1,0,0,1,0,0,2,2,2,WEDNESDAY,14,0,0,0,0,0,0,XNA,0.185594069,0.513693766,0,0,0,0,-2498,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
272714,0,Cash loans,F,N,Y,0,135000,1200744,35239.5,1048500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,-16264,-489,-4970,-4844,1,1,0,1,0,0,2,2,2,WEDNESDAY,14,0,0,0,0,0,0,Self-employed,0.674644957,,5,0,5,0,-909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
225046,1,Cash loans,F,N,N,2,38250,254700,13572,225000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0.008068,-13186,-2340,-2345,-4519,1,1,0,1,1,0,4,3,3,SATURDAY,4,0,0,0,0,0,0,Other,0.055042175,0.286652483,3,0,3,0,-63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
326469,0,Cash loans,F,Y,Y,1,103500,364896,25947,315000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.001333,-13754,-887,-4392,-4545,1,1,0,1,0,0,3,3,3,FRIDAY,5,0,0,0,0,0,0,Business Entity Type 3,0.631365959,0.610991328,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
371234,1,Cash loans,F,N,Y,0,189000,640080,31261.5,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.031329,-8121,-851,-8112,-805,1,1,0,1,0,0,1,2,2,THURSDAY,18,0,0,0,0,1,1,Trade: type 2,0.489517914,0.304672184,5,0,5,0,-653,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316140,0,Cash loans,F,N,N,0,157500,405000,20808,405000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.0105,-17271,-4904,-6418,-717,1,1,0,1,1,0,1,3,3,THURSDAY,19,0,0,0,0,0,0,School,0.495218496,0.240541417,0,0,0,0,-1781,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
261057,1,Cash loans,M,Y,Y,2,180000,612612,31410,495000,Unaccompanied,Commercial associate,Lower secondary,Married,House / apartment,0.018029,-12205,-1062,-4102,-4445,1,1,0,1,0,0,4,3,3,FRIDAY,8,0,0,0,1,1,1,Self-employed,0.306292041,,3,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
143931,1,Cash loans,F,N,Y,1,54000,170640,11533.5,135000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.028663,-14179,-1196,-7151,-922,1,1,0,1,0,0,3,2,2,TUESDAY,16,0,0,0,0,0,0,Other,0.350049148,,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
187527,1,Revolving loans,F,N,Y,0,157500,270000,13500,270000,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.005084,-14383,-1527,-2680,-2117,1,1,0,1,0,0,1,2,2,THURSDAY,14,0,0,0,0,1,1,Self-employed,0.677776228,0.403141677,0,0,0,0,-1121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
289859,1,Cash loans,F,N,N,3,112500,545040,25537.5,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.001417,-15488,-1577,-4602,-4602,1,1,1,1,0,0,4,2,2,THURSDAY,10,0,0,0,0,0,0,Self-employed,0.058889243,,2,0,2,0,-538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
409166,0,Cash loans,F,N,Y,0,360000,675000,49117.5,675000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.010032,-13332,-1938,-7280,-4678,1,1,1,1,1,1,1,2,2,THURSDAY,3,0,0,0,0,0,0,Construction,0.659165485,0.303146374,0,0,0,0,-946,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
237022,0,Cash loans,F,N,Y,1,112500,539100,29376,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005144,-14401,-3191,-6870,-1377,1,1,1,1,0,0,3,2,2,MONDAY,14,0,0,0,0,0,0,Postal,0.603791059,0.374020803,0,0,0,0,-335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
422793,1,Cash loans,F,N,Y,0,58500,76410,4396.5,67500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.019101,-24091,365243,-9237,-4196,1,0,0,1,0,0,2,2,2,SUNDAY,13,0,0,0,0,0,0,XNA,0.605860791,0.531686143,0,0,0,0,-1348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
331829,0,Cash loans,F,N,Y,0,270000,450000,35338.5,450000,Family,State servant,Higher education,Married,House / apartment,0.019689,-11164,-2536,-3387,-2169,1,1,1,1,1,0,2,2,2,MONDAY,14,0,0,0,0,0,0,Medicine,0.274646255,0.270707387,0,0,0,0,-2051,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135944,1,Cash loans,F,Y,N,0,112500,545040,26509.5,450000,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.003813,-12600,-2036,-1532,-348,1,1,1,1,0,0,2,2,2,WEDNESDAY,19,0,0,0,0,0,0,Self-employed,0.0042313,0.403141677,0,0,0,0,-737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
273056,0,Cash loans,F,N,Y,1,157500,894906,31833,747000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-17610,-1312,-7282,-1133,1,1,0,1,0,0,3,2,2,FRIDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.656601237,0.328063161,1,0,1,0,-812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4
397530,1,Cash loans,F,N,Y,3,112500,286704,15682.5,247500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.026392,-12551,365243,-1150,-4597,1,0,0,1,1,0,4,2,2,SUNDAY,10,0,0,0,0,0,0,XNA,0.311900534,0.565607981,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
254943,1,Cash loans,F,N,N,1,225000,450000,27193.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-14534,-320,-5832,-2493,1,1,0,1,0,0,3,2,2,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.739723988,0.417099668,4,0,4,0,-1903,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
434634,0,Cash loans,M,N,N,0,157500,385164,21024,292500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.006671,-10245,-2284,-3985,-2317,1,1,0,1,0,0,1,2,2,WEDNESDAY,13,0,0,0,1,1,0,Business Entity Type 3,0.160405321,0.342528872,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245056,1,Cash loans,F,N,Y,0,126000,193500,21883.5,193500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.003122,-11436,-2852,-5835,-2334,1,1,0,1,1,0,1,3,3,MONDAY,14,0,0,0,0,0,0,Self-employed,0.690734142,,2,1,2,1,-2431,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
